,Store,regions_observed,mapped_region
677611,477,"BW, BY, NW, RP, SL",BB_MV_TH
677619,485,"BW, BY, NW, RP, SL",BB_MV_TH
677624,490,"BW, BY, NW, RP, SL",BB_MV_TH
677626,492,"BW, BY, NW, RP, SL",BB_MV_TH
677632,498,"BW, BY, NW, RP, SL",BB_MV_TH
677634,500,"BW, BY, NW, RP, SL",BB_MV_TH
677635,501,"BW, BY, NW, RP, SL",BB_MV_TH
677646,512,"BW, BY, NW, RP, SL",BB_MV_TH
677648,514,"BW, BY, NW, RP, SL",BB_MV_TH
677652,518,"BW, BY, NW, RP, SL",BB_MV_TH
677656,522,"BW, BY, NW, RP, SL",BB_MV_TH
677668,534,"BW, BY, NW, RP, SL",BB_MV_TH
677673,539,"BW, BY, NW, RP, SL",BB_MV_TH
677674,540,"BW, BY, NW, RP, SL",BB_MV_TH
677676,542,"BW, BY, NW, RP, SL",BB_MV_TH
677681,547,"BW, BY, NW, RP, SL",BB_MV_TH
677689,555,"BW, BY, NW, RP, SL",BB_MV_TH
677705,571,"BW, BY, NW, RP, SL",BB_MV_TH
677707,573,"BW, BY, NW, RP, SL",BB_MV_TH
677709,575,"BW, BY, NW, RP, SL",BB_MV_TH
677721,587,"BW, BY, NW, RP, SL",BB_MV_TH
677732,598,"BW, BY, NW, RP, SL",BB_MV_TH
677738,604,"BW, BY, NW, RP, SL",BB_MV_TH
677745,611,"BW, BY, NW, RP, SL",BB_MV_TH
677746,612,"BW, BY, NW, RP, SL",BB_MV_TH
677753,619,"BW, BY, NW, RP, SL",BB_MV_TH
677754,620,"BW, BY, NW, RP, SL",BB_MV_TH
677763,629,"BW, BY, NW, RP, SL",BB_MV_TH
677767,633,"BW, BY, NW, RP, SL",BB_MV_TH
677770,636,"BW, BY, NW, RP, SL",BB_MV_TH
677771,637,"BW, BY, NW, RP, SL",BB_MV_TH
677772,638,"BW, BY, NW, RP, SL",BB_MV_TH
677778,644,"BW, BY, NW, RP, SL",BB_MV_TH
677780,646,"BW, BY, NW, RP, SL",BB_MV_TH
677784,650,"BW, BY, NW, RP, SL",BB_MV_TH
677794,660,"BW, BY, NW, RP, SL",BB_MV_TH
677803,669,"BW, BY, NW, RP, SL",BB_MV_TH
677804,670,"BW, BY, NW, RP, SL",BB_MV_TH
677805,671,"BW, BY, NW, RP, SL",BB_MV_TH
677811,677,"BW, BY, NW, RP, SL",BB_MV_TH
677818,684,"BW, BY, NW, RP, SL",BB_MV_TH
677828,694,"BW, BY, NW, RP, SL",BB_MV_TH
677835,701,"BW, BY, NW, RP, SL",BB_MV_TH
677836,702,"BW, BY, NW, RP, SL",BB_MV_TH
677840,706,"BW, BY, NW, RP, SL",BB_MV_TH
677844,710,"BW, BY, NW, RP, SL",BB_MV_TH
677845,711,"BW, BY, NW, RP, SL",BB_MV_TH
677846,712,"BW, BY, NW, RP, SL",BB_MV_TH
677850,716,"BW, BY, NW, RP, SL",BB_MV_TH
677853,719,"BW, BY, NW, RP, SL",BB_MV_TH
677870,736,"BW, BY, NW, RP, SL",BB_MV_TH
677873,739,"BW, BY, NW, RP, SL",BB_MV_TH
677878,744,"BW, BY, NW, RP, SL",BB_MV_TH
677884,750,"BW, BY, NW, RP, SL",BB_MV_TH
677900,766,"BW, BY, NW, RP, SL",BB_MV_TH
677905,771,"BW, BY, NW, RP, SL",BB_MV_TH
677909,775,"BW, BY, NW, RP, SL",BB_MV_TH
677912,778,"BW, BY, NW, RP, SL",BB_MV_TH
677931,797,"BW, BY, NW, RP, SL",BB_MV_TH
677938,804,"BW, BY, NW, RP, SL",BB_MV_TH
677939,805,"BW, BY, NW, RP, SL",BB_MV_TH
677940,806,"BW, BY, NW, RP, SL",BB_MV_TH
677949,815,"BW, BY, NW, RP, SL",BB_MV_TH
677954,820,"BW, BY, NW, RP, SL",BB_MV_TH
677959,825,"BW, BY, NW, RP, SL",BB_MV_TH
677976,842,"BW, BY, NW, RP, SL",BB_MV_TH
677985,851,"BW, BY, NW, RP, SL",BB_MV_TH
677992,858,"BW, BY, NW, RP, SL",BB_MV_TH
677993,859,"BW, BY, NW, RP, SL",BB_MV_TH
678013,879,"BW, BY, NW, RP, SL",BB_MV_TH
678018,884,"BW, BY, NW, RP, SL",BB_MV_TH
678024,890,"BW, BY, NW, RP, SL",BB_MV_TH
678027,893,"BW, BY, NW, RP, SL",BB_MV_TH
678034,900,"BW, BY, NW, RP, SL",BB_MV_TH
678036,902,"BW, BY, NW, RP, SL",BB_MV_TH
678037,903,"BW, BY, NW, RP, SL",BB_MV_TH
678038,904,"BW, BY, NW, RP, SL",BB_MV_TH
678043,909,"BW, BY, NW, RP, SL",BB_MV_TH
678049,915,"BW, BY, NW, RP, SL",BB_MV_TH
678053,919,"BW, BY, NW, RP, SL",BB_MV_TH
678054,920,"BW, BY, NW, RP, SL",BB_MV_TH
678066,932,"BW, BY, NW, RP, SL",BB_MV_TH
678075,941,"BW, BY, NW, RP, SL",BB_MV_TH
678086,952,"BW, BY, NW, RP, SL",BB_MV_TH
678108,974,"BW, BY, NW, RP, SL",BB_MV_TH
678111,977,"BW, BY, NW, RP, SL",BB_MV_TH
678123,989,"BW, BY, NW, RP, SL",BB_MV_TH
678134,1000,"BW, BY, NW, RP, SL",BB_MV_TH
678138,1004,"BW, BY, NW, RP, SL",BB_MV_TH
678143,1009,"BW, BY, NW, RP, SL",BB_MV_TH
678146,1012,"BW, BY, NW, RP, SL",BB_MV_TH
678153,1019,"BW, BY, NW, RP, SL",BB_MV_TH
678161,1027,"BW, BY, NW, RP, SL",BB_MV_TH
678172,1038,"BW, BY, NW, RP, SL",BB_MV_TH
678175,1041,"BW, BY, NW, RP, SL",BB_MV_TH
678183,1049,"BW, BY, NW, RP, SL",BB_MV_TH
678190,1056,"BW, BY, NW, RP, SL",BB_MV_TH
678199,1065,"BW, BY, NW, RP, SL",BB_MV_TH
678201,1067,"BW, BY, NW, RP, SL",BB_MV_TH
678214,1080,"BW, BY, NW, RP, SL",BB_MV_TH
678226,1092,"BW, BY, NW, RP, SL",BB_MV_TH
678228,1094,"BW, BY, NW, RP, SL",BB_MV_TH
678236,1102,"BW, BY, NW, RP, SL",BB_MV_TH
678238,1104,"BW, BY, NW, RP, SL",BB_MV_TH
678241,1107,"BW, BY, NW, RP, SL",BB_MV_TH
678243,1109,"BW, BY, NW, RP, SL",BB_MV_TH
764117,13,"BY, SL",BB_MV_TH
764124,20,"BY, SL",BB_MV_TH
764126,22,"BY, SL",BB_MV_TH
764136,32,"BY, SL",BB_MV_TH
764140,36,"BY, SL",BB_MV_TH
764145,41,"BY, SL",BB_MV_TH
764150,46,"BY, SL",BB_MV_TH
764155,51,"BY, SL",BB_MV_TH
764156,52,"BY, SL",BB_MV_TH
764162,58,"BY, SL",BB_MV_TH
764176,72,"BY, SL",BB_MV_TH
764180,76,"BY, SL",BB_MV_TH
764185,81,"BY, SL",BB_MV_TH
764193,89,"BY, SL",BB_MV_TH
764203,99,"BY, SL",BB_MV_TH
764204,100,"BY, SL",BB_MV_TH
764212,108,"BY, SL",BB_MV_TH
764217,113,"BY, SL",BB_MV_TH
764219,115,"BY, SL",BB_MV_TH
764231,127,"BY, SL",BB_MV_TH
764233,129,"BY, SL",BB_MV_TH
764236,132,"BY, SL",BB_MV_TH
764240,136,"BY, SL",BB_MV_TH
764241,137,"BY, SL",BB_MV_TH
764243,139,"BY, SL",BB_MV_TH
764248,144,"BY, SL",BB_MV_TH
764249,145,"BY, SL",BB_MV_TH
764253,149,"BY, SL",BB_MV_TH
764259,155,"BY, SL",BB_MV_TH
764263,159,"BY, SL",BB_MV_TH
764268,164,"BY, SL",BB_MV_TH
764269,165,"BY, SL",BB_MV_TH
764276,172,"BY, SL",BB_MV_TH
764278,174,"BY, SL",BB_MV_TH
764285,181,"BY, SL",BB_MV_TH
764287,183,"BY, SL",BB_MV_TH
764290,186,"BY, SL",BB_MV_TH
764294,190,"BY, SL",BB_MV_TH
764295,191,"BY, SL",BB_MV_TH
764296,192,"BY, SL",BB_MV_TH
764308,204,"BY, SL",BB_MV_TH
764319,215,"BY, SL",BB_MV_TH
764322,218,"BY, SL",BB_MV_TH
764335,231,"BY, SL",BB_MV_TH
764347,243,"BY, SL",BB_MV_TH
764362,258,"BY, SL",BB_MV_TH
764367,263,"BY, SL",BB_MV_TH
764379,275,"BY, SL",BB_MV_TH
764381,277,"BY, SL",BB_MV_TH
764383,279,"BY, SL",BB_MV_TH
764387,283,"BY, SL",BB_MV_TH
764388,284,"BY, SL",BB_MV_TH
764391,287,"BY, SL",BB_MV_TH
764392,288,"BY, SL",BB_MV_TH
764402,298,"BY, SL",BB_MV_TH
764410,306,"BY, SL",BB_MV_TH
764421,317,"BY, SL",BB_MV_TH
764446,342,"BY, SL",BB_MV_TH
764449,345,"BY, SL",BB_MV_TH
764452,348,"BY, SL",BB_MV_TH
764469,365,"BY, SL",BB_MV_TH
764489,385,"BY, SL",BB_MV_TH
764503,399,"BY, SL",BB_MV_TH
764511,407,"BY, SL",BB_MV_TH
764516,412,"BY, SL",BB_MV_TH
764517,413,"BY, SL",BB_MV_TH
764524,420,"BY, SL",BB_MV_TH
764531,427,"BY, SL",BB_MV_TH
764532,428,"BY, SL",BB_MV_TH
764533,429,"BY, SL",BB_MV_TH
764534,430,"BY, SL",BB_MV_TH
764538,434,"BY, SL",BB_MV_TH
764561,457,"BY, SL",BB_MV_TH
764575,471,"BY, SL",BB_MV_TH
764581,477,"BY, SL",BB_MV_TH
764589,485,"BY, SL",BB_MV_TH
764594,490,"BY, SL",BB_MV_TH
764596,492,"BY, SL",BB_MV_TH
764602,498,"BY, SL",BB_MV_TH
764604,500,"BY, SL",BB_MV_TH
764605,501,"BY, SL",BB_MV_TH
764616,512,"BY, SL",BB_MV_TH
764618,514,"BY, SL",BB_MV_TH
764622,518,"BY, SL",BB_MV_TH
764626,522,"BY, SL",BB_MV_TH
764638,534,"BY, SL",BB_MV_TH
764643,539,"BY, SL",BB_MV_TH
764644,540,"BY, SL",BB_MV_TH
764646,542,"BY, SL",BB_MV_TH
764651,547,"BY, SL",BB_MV_TH
764659,555,"BY, SL",BB_MV_TH
764675,571,"BY, SL",BB_MV_TH
764677,573,"BY, SL",BB_MV_TH
764679,575,"BY, SL",BB_MV_TH
764691,587,"BY, SL",BB_MV_TH
764702,598,"BY, SL",BB_MV_TH
764708,604,"BY, SL",BB_MV_TH
764715,611,"BY, SL",BB_MV_TH
764716,612,"BY, SL",BB_MV_TH
764723,619,"BY, SL",BB_MV_TH
764724,620,"BY, SL",BB_MV_TH
764733,629,"BY, SL",BB_MV_TH
764737,633,"BY, SL",BB_MV_TH
764740,636,"BY, SL",BB_MV_TH
764741,637,"BY, SL",BB_MV_TH
764742,638,"BY, SL",BB_MV_TH
764748,644,"BY, SL",BB_MV_TH
764750,646,"BY, SL",BB_MV_TH
764754,650,"BY, SL",BB_MV_TH
764764,660,"BY, SL",BB_MV_TH
764773,669,"BY, SL",BB_MV_TH
764774,670,"BY, SL",BB_MV_TH
764775,671,"BY, SL",BB_MV_TH
764781,677,"BY, SL",BB_MV_TH
764788,684,"BY, SL",BB_MV_TH
764798,694,"BY, SL",BB_MV_TH
764805,701,"BY, SL",BB_MV_TH
764806,702,"BY, SL",BB_MV_TH
764810,706,"BY, SL",BB_MV_TH
764814,710,"BY, SL",BB_MV_TH
764815,711,"BY, SL",BB_MV_TH
764816,712,"BY, SL",BB_MV_TH
764820,716,"BY, SL",BB_MV_TH
764823,719,"BY, SL",BB_MV_TH
764840,736,"BY, SL",BB_MV_TH
764843,739,"BY, SL",BB_MV_TH
764848,744,"BY, SL",BB_MV_TH
764854,750,"BY, SL",BB_MV_TH
764870,766,"BY, SL",BB_MV_TH
764875,771,"BY, SL",BB_MV_TH
764879,775,"BY, SL",BB_MV_TH
764882,778,"BY, SL",BB_MV_TH
764901,797,"BY, SL",BB_MV_TH
764908,804,"BY, SL",BB_MV_TH
764909,805,"BY, SL",BB_MV_TH
764910,806,"BY, SL",BB_MV_TH
764919,815,"BY, SL",BB_MV_TH
764924,820,"BY, SL",BB_MV_TH
764929,825,"BY, SL",BB_MV_TH
764946,842,"BY, SL",BB_MV_TH
764955,851,"BY, SL",BB_MV_TH
764962,858,"BY, SL",BB_MV_TH
764963,859,"BY, SL",BB_MV_TH
764983,879,"BY, SL",BB_MV_TH
764988,884,"BY, SL",BB_MV_TH
764994,890,"BY, SL",BB_MV_TH
764997,893,"BY, SL",BB_MV_TH
765004,900,"BY, SL",BB_MV_TH
765006,902,"BY, SL",BB_MV_TH
765007,903,"BY, SL",BB_MV_TH
765008,904,"BY, SL",BB_MV_TH
765013,909,"BY, SL",BB_MV_TH
765019,915,"BY, SL",BB_MV_TH
765023,919,"BY, SL",BB_MV_TH
765024,920,"BY, SL",BB_MV_TH
765036,932,"BY, SL",BB_MV_TH
765045,941,"BY, SL",BB_MV_TH
765056,952,"BY, SL",BB_MV_TH
765078,974,"BY, SL",BB_MV_TH
765081,977,"BY, SL",BB_MV_TH
765093,989,"BY, SL",BB_MV_TH
765104,1000,"BY, SL",BB_MV_TH
765108,1004,"BY, SL",BB_MV_TH
765113,1009,"BY, SL",BB_MV_TH
765116,1012,"BY, SL",BB_MV_TH
765123,1019,"BY, SL",BB_MV_TH
765131,1027,"BY, SL",BB_MV_TH
765142,1038,"BY, SL",BB_MV_TH
765145,1041,"BY, SL",BB_MV_TH
765153,1049,"BY, SL",BB_MV_TH
765160,1056,"BY, SL",BB_MV_TH
765169,1065,"BY, SL",BB_MV_TH
765171,1067,"BY, SL",BB_MV_TH
765184,1080,"BY, SL",BB_MV_TH
765196,1092,"BY, SL",BB_MV_TH
765198,1094,"BY, SL",BB_MV_TH
765206,1102,"BY, SL",BB_MV_TH
765208,1104,"BY, SL",BB_MV_TH
765211,1107,"BY, SL",BB_MV_TH
765213,1109,"BY, SL",BB_MV_TH
